" ";"Instrument";"Test";"QC";"QC lot No.";"Target mean";"Target SD";"SDI";"Number of values";"Bias";"Calculated mean";"Calculated SD";"CV%";"Usage"
"";"C6000-A:E1-2";"Anti-Mullerian Hormone";"PC AMH 2";"613435";"33.600";"1.680";"0.694";"8";"0.035";"34.766";"2.007";"5.772";"Study"
"";"C6000-A:E2-2";"Anti-Mullerian Hormone";"PC AMH 2";"613435";"33.600";"1.680";"1.400";"12";"0.070";"35.952";"1.089";"3.029";"Study"
"";"C6000-A:E1-2";"Anti-Mullerian Hormone";"PC AMH 1";"613434";"7.000";"0.490";"0.582";"8";"0.041";"7.285";"0.234";"3.207";"Study"
"";"C6000-A:E2-2";"Anti-Mullerian Hormone";"PC AMH 1";"613434";"7.000";"0.490";"0.740";"11";"0.052";"7.363";"0.270";"3.674";"Study"
"";"C6000-B:E3-2";"CMV IGG";"PC CMVIGG1";"615232";"1.122";"0.075";"0.133";"107";"0.009";"1.132";"0.044";"3.883";"In use"
"";"C6000-B:E3-2";"CMV IGG";"PC CMVIGG2";"615234";"20.338";"0.700";"0.558";"109";"0.019";"20.729";"0.592";"2.855";"In use"
"";"C6000-A:E1-1";"proBNP";"PC CARD1";"629283";"132.000";"7.920";"-0.465";"63";"-0.028";"128.321";"4.909";"3.826";"In use"
"";"C6000-A:E1-1";"proBNP";"PC CARD2";"629284";"4930.000";"296.000";"-0.630";"61";"-0.038";"4743.607";"156.691";"3.303";"In use"
"";"C6000-A:E1-1";"Free T4 Gen 3";"sRIAP L2";"2124EC";"29.500";"1.168";"0.137";"147";"0.005";"29.660";"0.736";"2.480";"Study"
"";"C6000-A:E1-1";"ALPHA-FETO PROTEIN";"RIAP L1";"2179EC";"10.600";"1.040";"-0.398";"139";"-0.039";"10.187";"0.605";"5.934";"In use"
"";"C6000-A:E1-1";"THYROGLOBULIN v2";"RIAP L1";"2179EC";"1.890";"0.235";"0.208";"134";"0.026";"1.939";"0.214";"11.056";"In use"
"";"C6000-A:E1-1";"BETA-HCG";"RIAP L1";"2179EC";"11.400";"1.140";"-0.102";"147";"-0.010";"11.284";"0.624";"5.528";"In use"
"";"C6000-A:E1-1";"FOLLICLE STIMULATING HORMONE";"RIAP L1";"2179EC";"6.030";"0.605";"-0.092";"68";"-0.009";"5.974";"0.208";"3.474";"In use"
"";"C6000-A:E1-1";"OESTRADIOL III";"RIAP L1";"2179EC";"198.000";"20.000";"0.192";"130";"0.019";"201.844";"15.591";"7.724";"In use"
"";"C6000-A:E1-2";"CARCINOEMBRYONIC AG";"RIAP L1";"2179EC";"4.080";"0.410";"0.301";"120";"0.030";"4.204";"0.258";"6.127";"In use"
"";"C6000-A:E1-2";"LUTEINISING HORMONE";"RIAP L1";"2179EC";"4.260";"0.327";"-1.565";"125";"-0.120";"3.748";"0.219";"5.852";"In use"
"";"C6000-A:E1-2";"CORTISOL II";"RIAP L1";"2179EC";"201.000";"25.000";"-0.083";"117";"-0.010";"198.930";"11.613";"5.838";"In use"
"";"C6000-A:E1-2";"FREE PSA";"RIAP L1";"2179EC";"1.190";"0.149";"-0.245";"114";"-0.031";"1.154";"0.045";"3.884";"In use"
"";"C6000-A:E1-2";"TRI-IODO THYRONINE";"RIAP L1";"2179EC";"4.960";"0.620";"0.148";"117";"0.018";"5.052";"0.246";"4.878";"In use"
"";"C6000-A:E1-2";"VITAMIN B12 II";"RIAP L1";"2179EC";"154.000";"15.500";"0.352";"190";"0.035";"159.453";"9.974";"6.255";"In use"
"";"C6000-A:E2-1";"CA 125";"RIAP L1";"2179EC";"19.000";"1.900";"0.585";"121";"0.058";"20.111";"0.777";"3.863";"In use"
"";"C6000-A:E2-1";"CA 19-9";"RIAP L1";"2179EC";"20.800";"2.100";"-0.401";"124";"-0.040";"19.958";"1.151";"5.767";"In use"
"";"C6000-A:E2-2";"SEX HORMONE BINDING GLOBULIN";"RIAP L1";"2179EC";"9.700";"0.970";"0.245";"115";"0.025";"9.938";"0.336";"3.383";"In use"
"";"C6000-A:E2-2";"PROGESTERONE III";"RIAP L1";"2179EC";"3.490";"0.350";"-0.379";"123";"-0.038";"3.357";"0.387";"11.538";"In use"
"";"C6000-A:E2-2";"DEHYDROEPIANDROSTERONE SULPHAT";"RIAP L1";"2179EC";"2.680";"0.270";"-0.167";"117";"-0.017";"2.635";"0.179";"6.794";"In use"
"";"C6000-A:E2-2";"C-peptide";"RIAP L1";"2179EC";"1.940";"0.160";"-1.025";"185";"-0.085";"1.776";"0.129";"7.279";"In use"
"";"C6000-A:E2-2";"PROSTATE-SPECIFIC AG";"RIAP L1";"2179EC";"1.630";"0.205";"-0.204";"146";"-0.026";"1.588";"0.061";"3.810";"In use"
"";"C6000-A:E2-2";"THYROID STIMULATING HORMONE";"RIAP L1";"2179EC";"0.136";"0.014";"-0.201";"174";"-0.020";"0.133";"0.009";"6.438";"In use"
"";"C6000-A:E1-2";"FOLLICLE STIMULATING HORMONE";"RIAP L1";"2179EC";"6.030";"0.605";"0.781";"62";"0.078";"6.502";"0.185";"2.846";"In use"
"";"C6000-A:E2-1";"PROSTATE-SPECIFIC AG";"RIAP L1";"2179EC";"1.630";"0.205";"-0.049";"8";"-0.006";"1.620";"0.067";"4.108";"In use"
"";"C6000-A:E1-2";"TRI-IODO THYRONINE";"RIAP L2";"2228EC";"15.600";"1.950";"0.021";"65";"0.003";"15.641";"0.397";"2.536";"In use"
"";"C6000-A:E1-2";"INSULIN";"RIAP L2";"2228EC";"16.100";"2.000";"-0.067";"81";"-0.008";"15.966";"1.129";"7.071";"In use"
"";"C6000-A:E1-2";"CORTISOL II";"RIAP L2";"2228EC";"660.000";"82.500";"0.421";"63";"0.053";"694.730";"42.703";"6.147";"In use"
"";"C6000-A:E1-2";"PROLACTIN";"RIAP L2";"2228EC";"33.041";"3.300";"-0.265";"64";"-0.026";"32.167";"0.539";"1.674";"In use"
"";"C6000-A:E1-2";"VITAMIN B12 II";"RIAP L2";"2228EC";"417.000";"41.500";"0.628";"91";"0.062";"443.052";"15.306";"3.455";"In use"
"";"C6000-A:E2-1";"TESTOSTERONE";"RIAP L2";"2228EC";"14.700";"1.450";"0.171";"63";"0.017";"14.948";"0.476";"3.181";"In use"
"";"C6000-A:E2-2";"THYROID STIMULATING HORMONE";"RIAP L2";"2228EC";"2.540";"0.255";"0.214";"98";"0.022";"2.595";"0.067";"2.576";"In use"
"";"C6000-A:E2-2";"PROSTATE-SPECIFIC AG";"RIAP L2";"2228EC";"12.200";"1.525";"-0.049";"77";"-0.006";"12.125";"0.355";"2.930";"In use"
"";"C6000-A:E2-2";"SEX HORMONE BINDING GLOBULIN";"RIAP L2";"2228EC";"34.100";"3.400";"0.418";"66";"0.042";"35.521";"0.879";"2.476";"In use"
"";"C6000-A:E2-2";"DEHYDROEPIANDROSTERONE SULPHAT";"RIAP L2";"2228EC";"17.500";"1.750";"-0.103";"68";"-0.010";"17.321";"1.239";"7.152";"In use"
"";"C6000-A:E2-2";"SERUM FOLATE III";"RIAP L2";"2228EC";"12.027";"0.715";"0.604";"88";"0.036";"12.459";"3.896";"31.268";"In use"
"";"C6000-A:E2-2";"C-peptide";"RIAP L2";"2228EC";"6.160";"0.770";"-0.120";"89";"-0.015";"6.068";"0.224";"3.692";"In use"
"";"C6000-A:E1-2";"SERUM FOLATE III";"RIAP L2";"2228EC";"11.100";"1.330";"-0.383";"1";"-0.046";"10.590";"0.000";"0.000";"In use"
"";"C6000-A:E2-1";"PROSTATE-SPECIFIC AG";"RIAP L2";"2228EC";"12.200";"1.525";"0.140";"8";"0.018";"12.414";"0.630";"5.077";"In use"
"";"C6000-A:E1-2";"FREE PSA";"RIAP L2";"2228EC";"9.210";"1.150";"-0.052";"60";"-0.006";"9.151";"0.234";"2.554";"In use"
"";"C6000-A:E2-1";"FERRITIN";"sRIAP L3";"2181EC";"318.000";"32.000";"0.662";"307";"0.067";"339.172";"12.654";"3.731";"In use"
"";"C6000-B:C2";"CALCIUM URINE";"Bio-liq1";"88181";"1.790";"0.048";"0.995";"18";"0.027";"1.838";"0.045";"2.437";"Study"
"";"C6000-B:C2";"MAGNESIUM URINE";"Bio-liq1";"88181";"1.760";"0.063";"-0.658";"14";"-0.024";"1.719";"0.125";"7.274";"Study"
"";"C6000-B:C2";"INORGANIC PHOSPHATE URINE";"Bio-liq1";"88181";"7.970";"0.285";"1.873";"16";"0.067";"8.504";"0.326";"3.834";"Study"
"";"C6000-B:C2";"UREA URINE";"Bio-liq1";"88181";"151.000";"6.500";"1.314";"15";"0.057";"159.540";"4.062";"2.546";"Study"
"";"C6000-B:C2";"URIC ACID URINE";"Bio-liq1";"88181";"0.699";"0.029";"-0.766";"14";"-0.032";"0.677";"0.011";"1.681";"Study"
"";"C6000-B:ISE1";"SODIUM URINE";"Bio-liq1";"88181";"79.100";"4.950";"0.228";"26";"0.014";"80.231";"3.102";"3.867";"Study"
"";"C6000-B:ISE1";"POTASSIUM URINE";"Bio-liq1";"88181";"29.700";"0.583";"1.114";"18";"0.022";"30.349";"0.515";"1.696";"Study"
"";"C6000-B:ISE1";"CHLORIDE URINE";"Bio-liq1";"88181";"80.600";"4.017";"0.711";"23";"0.035";"83.457";"1.612";"1.932";"Study"
"";"OSMO1";"Urine osmolality";"Bio-liq1";"88181";"428.000";"42.800";"0.102";"21";"0.010";"432.381";"5.315";"1.229";"In use"
"";"C6000-B:C2";"CALCIUM URINE";"Bio-liq 2";"88182";"2.590";"0.060";"0.903";"12";"0.021";"2.644";"0.051";"1.925";"Study"
"";"C6000-B:C2";"MAGNESIUM URINE";"Bio-liq 2";"88182";"3.620";"0.108";"1.481";"6";"0.044";"3.780";"0.227";"6.000";"Study"
"";"C6000-B:C2";"INORGANIC PHOSPHATE URINE";"Bio-liq 2";"88182";"15.500";"0.483";"2.006";"9";"0.063";"16.469";"0.729";"4.430";"Study"
"";"C6000-B:C2";"UREA URINE";"Bio-liq 2";"88182";"260.000";"10.833";"1.255";"7";"0.052";"273.600";"9.366";"3.423";"Study"
"";"C6000-B:C2";"URIC ACID URINE";"Bio-liq 2";"88182";"1.170";"0.043";"-0.527";"9";"-0.019";"1.147";"0.019";"1.671";"Study"
"";"C6000-B:ISE1";"SODIUM URINE";"Bio-liq 2";"88182";"166.000";"9.000";"0.471";"17";"0.026";"170.235";"2.195";"1.289";"Study"
"";"C6000-B:ISE1";"POTASSIUM URINE";"Bio-liq 2";"88182";"68.600";"1.733";"-0.197";"10";"-0.005";"68.258";"1.788";"2.619";"Study"
"";"C6000-B:ISE1";"CHLORIDE URINE";"Bio-liq 2";"88182";"188.000";"5.167";"1.323";"14";"0.036";"194.836";"2.953";"1.516";"Study"
"";"OSMO1";"Urine osmolality";"Bio-liq 2";"88182";"815.000";"5.833";"0.286";"15";"0.002";"816.667";"4.386";"0.537";"In use"
"";"LIAISON XL";"Human growth hormone";"hGH L1";"7980320";"3.700";"0.247";"0.811";"9";"0.054";"3.900";"0.046";"1.189";"In use"
"";"LIAISON XL";"Human growth hormone";"hGH L2";"9260320";"17.350";"1.150";"0.990";"9";"0.066";"18.489";"0.408";"2.204";"In use"
"";"LIAISON XL";"Insulin-like growth factor I";"IGF-1 L1";"1412471";"88.850";"9.383";"0.770";"5";"0.081";"96.074";"6.497";"6.762";"In use"
"";"LIAISON XL";"Insulin-like growth factor I";"IGF-1 L2";"1422471";"341.500";"29.167";"-0.008";"5";"-0.001";"341.280";"26.758";"7.840";"In use"
"";"OSMO1";"Urine osmolality";"Randox Urine QC 2";"1237UC";"440.000";"44.000";"-0.086";"9";"-0.009";"436.222";"3.768";"0.864";"In use"
"";"OSMO1";"Urine osmolality";"Randox Urine QC 3";"1238UC";"874.000";"87.500";"-0.503";"7";"-0.050";"830.000";"5.447";"0.656";"In use"

"7/18/2023 12:17:17 PM"
